stationid,lat,lon,name,state,elevation,distance,rating
371190041,35.24083,-80.78306,"Garinger High School, Finchley Drive, Citiside, Plaza Shamrock, Charlotte, Mecklenburg County, North Carolina, 28215, United States",North Carolina,232.38,245,0.9512777645091951
371190046,35.31389,-80.71333,"1610, Pavilion Boulevard, University City, Charlotte, Mecklenburg County, North Carolina, 28262, United States",North Carolina,217.79,246,0.7026510628134703
371239991,35.26,-79.84,"Harris Cemetery Road, Montgomery County, North Carolina, 27229, United States",North Carolina,153.49,192,0.9070933842846907
371290002,34.35583,-77.86166,"Holly Shelter Road, New Hanover County, North Carolina, 28429, United States",North Carolina,7.97,12,0.6152376403152615
371450003,36.30667,-79.09167,"Burlington Road, Gordonton, Person County, North Carolina, United States",North Carolina,205.67,210,0.6735132553140674
371470006,35.63833,-77.35778,"1471, Old Creek Road, Meadowbrook, Pitt County, North Carolina, 27834, United States",North Carolina,6.78,37,0.6422259374253643
371570099,36.30889,-79.85833,"NC 65, Bethany, Rockingham County, North Carolina, 27320, United States",North Carolina,277.79,274,0.6732744208263673
371590021,35.55167,-80.39472,"315, West Street, Rockwell, Rowan County, North Carolina, 28138, United States",North Carolina,234.22,246,0.930737998566993
371730002,35.43556,-83.44334,"676, Center Street, Bryson City, Swain County, North Carolina, 28713, United States",North Carolina,556.93,405,0.669691903510867
371790003,34.97389,-80.54056,"Monroe Middle School, 601, East Sunset Drive, Lakeview Estates, Monroe, Union County, North Carolina, 28112, United States",North Carolina,183.97,208,0.6548841652734655
371830014,35.85583,-78.57417,"Primary Beginnings Child Care Center, 4001, Spring Forest Road, Mini City, Raleigh, Wake County, North Carolina, 27616-4605, United States",North Carolina,103.22,148,0.9424408884642943
371990004,35.76528,-82.26472,"Mount Mitchell Trail, Yancey County, North Carolina, United States",North Carolina,2018.16,382,0.6720802483878672
380070002,46.94944,-103.51417,"East River Road, Billings County, North Dakota, 58645, United States",North Dakota,729.12,1328,0.9756388822545976
380130004,48.64167,-102.40195,"Burke County, North Dakota, United States",North Dakota,691.67,1123,0.9777883926438978
380150003,46.82528,-100.76806,"1593, Spalding Avenue, Bismarck, Burleigh County, North Dakota, 58501, United States",North Dakota,579.09,1247,0.9816097444470981
380171004,46.93333,-96.85445,"4066, 40th Avenue North, Fargo, Reed Township, Cass County, North Dakota, 58102, United States",North Dakota,272.31,1145,0.9742058753283974
380530002,47.60083,-103.26417,"Scenic Loop Drive, McKenzie County, North Dakota, United States",North Dakota,608.35,1255,0.9417243850011942
380570004,47.29833,-101.76667,"North Beulah Mine Wildlife Management Area, Tianamen Square, Mercer County, North Dakota, 58523, United States",North Dakota,626.21,1231,0.9811320754716981
380650002,47.18556,-101.42805,"State Highway 31, Hannover, Oliver County, North Dakota, United States",North Dakota,690.42,1231,0.9859087652256986
381010003,47.94083,-101.57139,"184th Street Southwest, Ward County, North Dakota, United States",North Dakota,665.29,1161,0.9839980893240984
381050003,48.15278,-103.63944,"1111, 10th Street West, Williston, Williams County, North Dakota, 58801, United States",North Dakota,583.61,1218,0.9859087652256986
390030009,40.77083,-84.05389,"Bath Local Schools, Autumn Ridge Drive, Bath Township, Allen County, Ohio, 45801, United States",Ohio,267.95,628,0.6563171721996657
390071001,41.95944,-80.57278,"898, Lake Erie Street, Conneaut, Ashtabula County, Ohio, 44030, United States",Ohio,192.69,447,0.6622880343921662
390170018,39.52944,-84.39333,"Middletown Regional Airport, Park Road, Harlan Park, Middletown, Butler County, Ohio, 45042, United States",Ohio,195.79,621,0.6706472414616671
390170023,39.38444,-84.54028,"2162, Hensley Avenue, East Hamilton, Hamilton, Butler County, Ohio, 45011, United States",Ohio,201.91,632,0.6911870074038691
390179991,39.5325,-84.72833,"Somerville Road, Austin-Magie Farm and Mill Historic District, Oxford Township, Butler County, Ohio, 45056, United States",Ohio,260.54,650,0.9144972534033915
390230001,40.00083,-83.80444,"Simon Kenton Trail, Springfield, Clark County, Ohio, 45503, United States",Ohio,288.09,582,0.690709338428469
390230003,39.85556,-83.9975,"Spangler Road, Clark County, Ohio, 45341, United States",Ohio,255.38,595,0.690709338428469
390250022,39.08278,-84.14389,"2498, Clermont Center Drive, Batavia Township, Clermont County, Ohio, 45103, United States",Ohio,261.91,594,0.6818724623835681
390271002,39.43,-83.78833,"Wilmington Air Park, Rod Lane, Clinton County, Ohio, 45177-1998, United States",Ohio,324.9,569,0.6644375447814664
390350034,41.555,-81.575,"Cleveland 5th District, Utopia Avenue, Five Points, South Collinwood, Cleveland, Cuyahoga County, Ohio, 44110, United States",Ohio,191.41,489,0.6806782899450681
390350060,41.49194,-81.67834,"East 14th Street, Gateway District, Tremont, Cleveland, Cuyahoga County, Ohio, 44115, United States",Ohio,206.14,491,0.9185574396942918
390350064,41.36167,-81.86444,"390, Fair Street, Berea, Cuyahoga County, Ohio, 44017, United States",Ohio,242.88,495,0.6727967518509672
390355002,41.53694,-81.45889,"Mayfield High School, Robin Circle, Mayfield, Cuyahoga County, Ohio, 44143, United States",Ohio,315.23,481,0.6859326486744686
390410002,40.35667,-83.06389,"Troy Township, Delaware County, Ohio, United States",Ohio,287.03,533,0.6582278481012658
390479991,39.63583,-83.26028,"Waters Road, Fayette County, Ohio, United States",Ohio,266.26,528,0.9178409362311918
390490029,40.08444,-82.81528,"New Albany High School, 7600, Fodor Road, New Albany, Plain Township, Franklin County, Ohio, 43054, United States",Ohio,309.93,504,0.6534511583472653
390490081,40.08778,-82.95944,"Columbus Fire Station 6, 5750, Maple Canyon Avenue, Maple Canyon Village Apartments, Columbus, Sharon Township, Franklin County, Ohio, 43229, United States",Ohio,271.55,515,0.6625268688798662
390550004,41.515,-81.24973,"Notre Dame Elementary School, 13000, Auburn Road, Chardon, Munson Township, Geauga County, Ohio, 44024, United States",Ohio,397.86,464,0.6637210413183663
390570006,39.66556,-83.94278,"Xenia, Greene County, Ohio, 45385, United States",Ohio,284.96,586,0.689754000477669
390610006,39.27861,-84.36611,"Grooms Road, ODOT Blue Ash Outpost, Blue Ash, Sycamore Township, Hamilton County, Ohio, 45242, United States",Ohio,262.59,616,0.679961786481968
390610010,39.21472,-84.69083,"6880, Ripple Road, Miami Station, Colerain Township, Hamilton County, Ohio, 45041, United States",Ohio,156.16,643,0.6914258418915691
390610040,39.12861,-84.50389,"260, William Howard Taft Road, Corryville, Cincinnati, Hamilton County, Ohio, 45219, United States",Ohio,258.85,625,0.9744447098160974
390810017,40.36639,-80.61555,"621, Logan Street, North Street Historic District, Steubenville, Jefferson County, Ohio, 43952, United States",Ohio,220.03,347,0.6625268688798662
390830003,40.27861,-82.67944,"Hilliar Township, Knox County, Ohio, United States",Ohio,355.34,500,0.6467637926916647
390850003,41.67278,-81.42223,"Eastlake Safety Town, Hillcrest Drive, Chagrin Harbor, Eastlake, Lake County, Ohio, 44095, United States",Ohio,188.72,485,0.660138524002866
390850007,41.72667,-81.24194,"50,54,56, South State Street, Lusard Place, Painesville, Lake County, Ohio, 44077, United States",Ohio,203.06,476,0.6610938619536662
390870011,38.62889,-82.45861,"17026, SR 141, Wilgus, Mason Township, Lawrence County, Ohio, 45696, United States",Ohio,187.84,445,0.6567948411750657
390870012,38.50806,-82.65916,"Commerce Drive, Ironton, Lawrence County, Ohio, 45638, United States",Ohio,169.09,463,0.660138524002866
390890005,40.02583,-82.43278,"Heath High School, Licking View Drive, Heath, Licking County, Ohio, 43056, United States",Ohio,259.09,470,0.6622880343921662
390890008,39.95444,-82.75861,"East Main Street, Reynoldsburg, Etna Township, Licking County, Ohio, 43068, United States",Ohio,312.62,495,0.6591831860520659
390930018,41.42083,-82.09556,"Detroit Road, Sheffield, Lorain County, Ohio, 44011, United States",Ohio,203.74,515,0.659899689515166
390950024,41.64389,-83.54611,"142, Tecumseh Street, Middle Grounds, Toledo, Lucas County, Ohio, 43604, United States",Ohio,179.05,631,0.6684977310723669
390950027,41.49417,-83.71889,"Waterworks Drive, Waterville Commercial Historic District, Waterville, Lucas County, Ohio, 43566, United States",Ohio,187.52,635,0.6883209935514688
390950035,41.66889,-83.28694,"Anchor Point Road, Lakemont Landing, Lucas County, Ohio, United States",Ohio,175.62,614,0.679722951994268
390970007,39.78806,-83.47583,"Madison-Plains High School, SR 38, Newport, Paint Township, Madison County, Ohio, 43140, United States",Ohio,330.88,550,0.6634822068306663
390990013,41.09611,-80.65889,"Oak Hill Renaissance Place, Oak Hill Avenue, Pepsi Beverages, Youngstown, Mahoning County, Ohio, 44507, United States",Ohio,286.15,398,0.6634822068306663
391030004,41.06028,-81.92389,"7862, Ballash Road, Westfield Township, Medina County, Ohio, 44256, United States",Ohio,319.53,480,0.6510628134702652
391090005,40.08444,-84.11389,"Troy Urbana Road, Troy, Miami County, Ohio, 45312, United States",Ohio,301.22,610,0.6766181036541676
391130037,39.78556,-84.13416,"Dayton, Montgomery County, Ohio, 4404, United States",Ohio,232.76,604,0.6921423453546692
391219991,39.94278,-81.33722,"Saint John Road, Kennonsburg, Noble County, Ohio, 43773, United States",Ohio,365.26,380,0.9257224743252925
391331001,41.18222,-81.33028,"Ravenna Road, Franklin Township, Portage County, Ohio, 44266, United States",Ohio,323.58,447,0.689992834965369
391351001,39.83556,-84.72028,"National Trail Local Schools, Eaton Gettysburg Road, Gettysburg, Preble County, Ohio, 45347, United States",Ohio,353.95,655,0.9617864819679962
391510016,40.82778,-81.37805,"Malone University, Shorb Avenue Northwest, Canton, Stark County, Ohio, 44709, United States",Ohio,363.03,428,0.669691903510867
391510022,40.71278,-81.59805,"125, 1st Street Southwest, Park Heights, Brewster, Sugar Creek Township, Stark County, Ohio, 44613, United States",Ohio,297.51,437,0.6818724623835681
391514005,40.93139,-81.12334,"961, Ashland Avenue, Alliance, Stark County, Ohio, 44601, United States",Ohio,331.26,416,0.6837831382851685
391530020,41.10639,-81.50333,"309, Ontario Street, North Hill, Akron, Summit County, Ohio, 44310, United States",Ohio,310.9,454,0.679961786481968
391550011,41.24028,-80.6625,"Youngstown Kingsville Road, Fowler Center Historic District, Fowler, Trumbull County, Ohio, 44410, United States",Ohio,352.3,406,0.6417482684499642
391550013,41.45444,-80.58833,"6418, Kinsman Road Northeast, Gustavus Center Historic District, Barclay, Gustavus, Trumbull County, Ohio, 44428, United States",Ohio,295.88,414,0.6577501791258658
391650007,39.42667,-84.20055,"Warren County Sheriff’s Office, Memorial Drive, Lebanon, Warren County, Ohio, 45036, United States",Ohio,230.11,604,0.6909481729161691
391670004,39.43194,-81.46028,"Marietta Water Treatment Plant, City View Avenue, Rathbone Heights, Marietta, Washington County, Ohio, 45750, United States",Ohio,252.04,372,0.6653928827322666
391730003,41.3775,-83.61083,"Bowling Green State University Research Enterprise Park, Dunbridge Road, Bowling Green, Wood County, Ohio, 43551, United States",Ohio,204.48,621,0.6637210413183663
400019009,35.75056,-94.66944,"Cherry Tree, Adair County, Oklahoma, United States",Oklahoma,303.01,643,0.860281824695486
400170101,35.47917,-97.75056,"12595, Northwest 10th Street, Yukon, Canadian County, Oklahoma, 73099, United States",Oklahoma,419.33,689,0.9629806544064963
400190297,34.25667,-97.47417,"976, Airport Road, Healdton, Carter County, Oklahoma, 73438, United States",Oklahoma,289.64,555,0.8767614043467877
400270049,35.32,-97.48805,"Southwest 19th Street, Moore, Cleveland County, Oklahoma, 73160, United States",Oklahoma,371.92,664,0.9780272271315978
400310651,34.63278,-98.42861,"2318, Northwest Williams Avenue, Lawton, Comanche County, Oklahoma, 73505, United States",Oklahoma,358.42,633,0.8789109147360878
400370144,36.10528,-96.36056,"32999, West 41st Street South, Mannford, Creek County, Oklahoma, 74044, United States",Oklahoma,236.09,717,0.9754000477668976
400430860,36.15889,-98.93528,"County Road, Seiling, Dewey County, Oklahoma, 73663, United States",Oklahoma,532.95,804,0.8727012180558873
400719010,36.95667,-97.03416,"East Home Road, Kay County, Oklahoma, 74647, United States",Oklahoma,352.37,823,0.7948411750656794
400979014,36.22806,-95.25,"Mayes County, Oklahoma, United States",Oklahoma,192.09,703,0.7575829949844758
401050207,36.91806,-95.63194,"OK 10, Nowata County, Oklahoma, United States",Oklahoma,224.49,785,0.9770718891807977
401090096,35.47778,-97.30194,"12898, Northeast 10th Street, Choctaw, Oklahoma County, Oklahoma, 73020, United States",Oklahoma,371.1,674,0.8703128731788871
401091037,35.61278,-97.47195,"Oklahoma Christian University, Heritage Circle, Heritage Heights, Oklahoma City, Oklahoma County, Oklahoma, 73013, United States",Oklahoma,353.57,693,0.9816097444470981
401130226,36.35583,-96.01222,"Skiatook Municipal Airport, South Sky Street, Skiatook, Osage County, Oklahoma, 74070, United States",Oklahoma,201.41,734,0.9319321710054932
401210415,34.90583,-95.79389,"Broom Road, Pittsburg County, Oklahoma, United States",Oklahoma,270.49,574,0.9801767375208981
401359021,35.40806,-94.52417,"Cherokee Boulevard, Roland, Sequoyah County, Oklahoma, 74954, United States",Oklahoma,140.57,603,0.7886314783854789
401430174,35.9525,-96.00305,"Warrior Road, Glenpool, Tulsa County, Oklahoma, 74033, United States",Oklahoma,216.49,690,0.9708621925005971
401430178,36.13333,-95.76334,"A.B. Jewell Water Treatment Plant, East 21st Street, Eastland Acres, Tulsa, Tulsa County, Oklahoma, 74169, United States",Oklahoma,194.49,703,0.9371865297348937
401431127,36.20667,-95.97639,"1267, East 36th Street North, Walt Whitman, Tulsa, Tulsa County, Oklahoma, 74106, United States",Oklahoma,193.71,717,0.9789825650823979
410050004,45.25917,-122.58806,"South Spangler Road, Clackamas County, Oregon, 97042, United States",Oregon,172.33,104,0.5333174110341533
410090004,45.76833,-122.77194,"Reeder Road, Columbia County, Oregon, United States",Oregon,6.26,72,0.5347504179603535
410290201,42.22972,-122.7875,"Rapp Lane, Talent, Jackson County, Oregon, 97540, United States",Oregon,569.7,121,0.5357057559111535
410390060,44.02611,-123.08361,"Amazon Dog Park, Amazon Path, Woodfield Microhood, College Hill, Eugene, Lane County, Oregon, 97405-4224, United States",Oregon,133.54,84,0.5251970384523525
410391007,43.83444,-123.03528,"Delight Valley Elementary School, North Delight Valley School Road, Walker, Lane County, Oregon, 97424, United States",Oregon,184.01,90,0.5263912108908526
410470004,44.81028,-122.915,"Cascade Senior High School, Marion Road Southeast, Marion County, Oregon, United States",Oregon,101.66,88,0.5228086935753522
410470041,44.94306,-123.00584,"912, 23rd Street Northeast, Salem, Marion County, Oregon, 97301, United States",Oregon,61.11,80,0.5345115834726535
410510080,45.49639,-122.60278,"5841, Southeast Rhone Street, Foster-Powell, Portland, Multnomah County, Oregon, 97206, United States",Oregon,70.02,99,0.9679961786481968
410591003,45.82889,-119.26278,"1574, Airport Way, Hermiston, Umatilla County, Oregon, 97838, United States",Oregon,194.46,290,0.5347504179603535
410670005,45.39889,-122.74528,"LGI, 6700, Southwest Bradbury Court, Bridgeport, Tigard, Washington County, Oregon, 97224, United States",Oregon,53.64,88,0.9713398614759972
420010001,39.92306,-77.30805,"Winding Road, Bridgeport, Adams County, Pennsylvania, 17307, United States",Pennsylvania,266.86,92,0.9276331502268927
420019991,39.92306,-77.30778,"Winding Road, Bridgeport, Adams County, Pennsylvania, 17307, United States",Pennsylvania,266.77,92,0.9293049916407929
420030008,40.46556,-79.96083,"Arsenal Cider House, 300, 39th Street, Lower Lawrenceville, Pittsburgh, Allegheny County, Pennsylvania, 15201, United States",Pennsylvania,255.66,308,0.9885359445903988
420030067,40.38167,-80.18555,"113, Fryes Lane, South Fayette Township, Allegheny County, Pennsylvania, 15031, United States",Pennsylvania,346.62,317,0.9844757582994984
420031008,40.61361,-79.72945,"1366, Roup Avenue, Harrison Township, Allegheny County, Pennsylvania, 15065, United States",Pennsylvania,301.97,303,0.9863864342010986
420050001,40.81417,-79.565,"321, Glade Drive, East Franklin Township, Armstrong County, Pennsylvania, 16201, United States",Pennsylvania,349.1,303,0.9453069023166946
420070002,40.5625,-80.50417,"263, Tomlinson Church Road, Greene Township, Beaver County, Pennsylvania, 15043, United States",Pennsylvania,405.55,350,0.8984953427274899
420070005,40.68444,-80.35944,"1072, Sebring Road, Brighton Township, Beaver County, Pennsylvania, 15009, United States",Pennsylvania,369.99,349,0.9438738953904944
420070014,40.74778,-80.31667,"869, 2nd Avenue, Beaver Falls, Beaver County, Pennsylvania, 15010, United States",Pennsylvania,225.45,351,0.9412467160257941
420110006,40.51389,-75.78944,"Parking Lot A4, Lytle Lane, Maxatawny Township, Berks County, Pennsylvania, 19536-9998, United States",Pennsylvania,142.45,84,0.9457845712920946
420110011,40.38306,-75.96833,"1192, Arnold Road, Bern Township, Berks County, Pennsylvania, 19605, United States",Pennsylvania,90.07,78,0.8812992596130881
420130801,40.515,-78.38889,"269, 7th Street, Altoona, Blair County, Pennsylvania, 16602, United States",Pennsylvania,378.63,204,0.8973011702889897
420150011,41.705,-76.5125,"Monroe Franklin Elementary School (closed), PA 414, Franklindale, Bradford County, Pennsylvania, 18832, United States",Pennsylvania,251.28,227,0.9379030331979938
420170012,40.10694,-74.88194,"F D Roosevelt Junior High School, Snowden Avenue, Belardy, Bristol Township, Bucks County, Pennsylvania, 19007, United States",Pennsylvania,8.6,57,0.9367088607594937
420210011,40.30944,-78.91556,"1, Messenger Street, Hornerstown, Johnstown, Cambria County, Pennsylvania, 15902, United States",Pennsylvania,352.17,227,0.9362311917840936
420270100,40.81139,-77.87666,"Air Quality Learning and Demonstration Center, Air Quality Lane, Ferguson Township, Centre County, Pennsylvania, 16803-3073, United States",Pennsylvania,347.46,201,0.9362311917840936
420279991,40.72056,-77.93166,"Tadpole Road, Ramblewood, Ferguson Township, Centre County, Pennsylvania, 16865, United States",Pennsylvania,371.91,195,0.9309768330546931
420290100,39.83417,-75.76778,"New Garden (N57), Church Road, New Garden, New Garden Township, Chester County, Pennsylvania, 19360, United States",Pennsylvania,136.26,22,0.9312156675423932
420334000,41.1175,-78.52583,"Crystal Spring Road, Pine Township, Clearfield County, Pennsylvania, United States",Pennsylvania,646.2,261,0.9828039168855983
420430401,40.24694,-76.84695,"Bobali Drive, Dauphin County, Pennsylvania, 17104, United States",Pennsylvania,121.45,100,0.929782660616193
420431100,40.27194,-76.68139,"25, Sipe Avenue, Hershey, Dauphin County, Pennsylvania, 17036, United States",Pennsylvania,124.75,93,0.9347981848578935
420450002,39.83556,-75.3725,"Lot A, Norris Street, South Chester, Chester, Delaware County, Pennsylvania, 19013, United States",Pennsylvania,2.53,6,0.9331263434439934
420479991,41.59778,-78.76722,"Jones Township, Elk County, Pennsylvania, United States",Pennsylvania,617.56,315,0.920706950083592
420490003,42.14278,-80.03694,"2050, East 10th Street, Franklin Park, Erie, Erie County, Pennsylvania, 16511, United States",Pennsylvania,201,429,0.9288273226653929
420550001,39.96083,-77.47556,"1027383, Ridge Road, Southampton Township, Franklin County, Pennsylvania, 17201:17222, United States",Pennsylvania,623.47,105,0.8889419632194889
420590002,39.82,-80.28944,"Iron Rock Road, Center Township, Greene County, Pennsylvania, United States",Pennsylvania,445.25,292,0.8824934320515883
420630004,40.56306,-78.92,"PA 403, Pineton, Pine Township, Indiana County, Pennsylvania, 15714, United States",Pennsylvania,581.82,242,0.9453069023166946
420690101,41.47889,-75.57806,"Wilson Fire Dept, Pleasant Avenue, Blakely, Lackawanna County, Pennsylvania, 18452, United States",Pennsylvania,245.01,148,0.9484117506567948
420692006,41.44278,-75.62305,"Penn State Scranton, Cambria Court, Warsaw, Throop, Lackawanna County, Pennsylvania, 18512, United States",Pennsylvania,265.39,148,0.9379030331979938
420710007,40.04667,-76.28306,"1193, Grofftown Road, Lancaster, Grandview Heights, Lancaster County, Pennsylvania, 17602, United States",Pennsylvania,98.54,56,0.9273943157391927
420710012,40.04389,-76.1125,"3555, West Newport Road, Intercourse, Lancaster County, Pennsylvania, 17572, United States",Pennsylvania,115.66,51,0.9448292333412944
420730015,40.99556,-80.34666,"South Croton Avenue, South Side, New Castle, Lawrence County, Pennsylvania, 16101-3558, United States",Pennsylvania,245.11,370,0.9390972056364939
420750100,40.33722,-76.38333,"1237, Birch Road, Hebron, Avon, South Lebanon Township, Lebanon County, Pennsylvania, 17042, United States",Pennsylvania,158.74,90,0.9422020539765942
420770004,40.61167,-75.4325,"South Maxwell Street, Dutch Hill, Allentown, Lehigh County, Pennsylvania, 18109, United States",Pennsylvania,163.61,89,0.9245283018867925
420791101,41.26556,-75.84639,"Hollenback Golf Course, Hollenback Park Road, Parsons, Wilkes-Barre, Luzerne County, Pennsylvania, 18705, United States",Pennsylvania,170.42,155,0.9367088607594937
420810100,41.25056,-76.92389,"407, Cherry Street, Montoursville, Lycoming County, Pennsylvania, 17754, United States",Pennsylvania,161.22,200,0.9262001433006926
420850100,41.215,-80.485,"Sharon New Castle Road, Farrell, Mercer County, Pennsylvania, 16121, United States",Pennsylvania,333.63,393,0.949844757582995
420859991,41.42694,-80.145,"Lake Wilhelm Road, Schofield Corners, New Vernon Township, Mercer County, Pennsylvania, 16114, United States",Pennsylvania,382.38,382,0.9137807499402913
420890002,41.08306,-75.32806,"Lesh's Leather, 2122, PA 611, Swiftwater, Pocono Township, Monroe County, Pennsylvania, 18370, United States",Pennsylvania,358.76,107,0.9219011225220922
420910013,40.11194,-75.30917,"Belvoir Road, Black Horse, Plymouth Township, Montgomery County, Pennsylvania, 19462, United States",Pennsylvania,52.01,35,0.9252448053498925
420950025,40.62806,-75.34084,"Cambria Street, Freemansburg, Northampton County, Pennsylvania, 18017-5013, United States",Pennsylvania,90.23,89,0.9269166467637927
421010004,40.09167,-75.09778,"Saint Basil Academy, 711, Fox Chase Road, Abington Township, Montgomery County, Pennsylvania, 19046, United States",Pennsylvania,65.79,41,0.9008836876044901
421010024,40.07667,-75.01056,"Northeast Philadelphia Airport, Ashton Road, Far Northeast Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19114, United States",Pennsylvania,30,46,0.950083592070695
421010048,39.99139,-75.08056,"Northeast Water Pollution Control Plant, East Coast Greenway, Philadelphia, Philadelphia County, Pennsylvania, 19137, United States",Pennsylvania,5.08,35,0.9816097444470981
421119991,39.98778,-79.25139,"Trent, Middlecreek Township, Somerset County, Pennsylvania, United States",Pennsylvania,605.41,227,0.9250059708621925
421174000,41.64444,-76.93916,"359, Hurley Road, Tioga County, Pennsylvania, 17724, United States",Pennsylvania,681.71,240,0.8970623358012897
421250005,40.14667,-79.90305,"11th Street, Charleroi, Washington County, Pennsylvania, 15022, United States",Pennsylvania,234.8,282,0.929543826128493
421255001,40.44444,-80.42,"Miller Airport Road, Hanover Township, Washington County, Pennsylvania, 15021, United States",Pennsylvania,347.63,337,0.9371865297348937
421255200,40.26889,-80.24389,"462, Johnston Hill Road, Chartiers Township, Washington County, Pennsylvania, 15317, United States",Pennsylvania,327.04,313,0.8741342249820874
421290008,40.30528,-79.50584,"Hempfield Township, Westmoreland County, Pennsylvania, 15619, United States",Pennsylvania,362.23,267,0.909959398137091
421330008,39.96528,-76.69917,"Morgan's Paw Pet's and Care, 6th Avenue, Green Hill, Spring Garden Township, York County, Pennsylvania, 17401-2873, United States",Pennsylvania,134.69,67,0.9505612610460951
421330011,39.86056,-76.46167,"Clearview Elementary School, 2650, Delta Road, Chanceford Township, York County, Pennsylvania, 17309, United States",Pennsylvania,248.29,45,0.9431573919273943
440030002,41.615,-71.71944,"Parker Lane, West Greenwich, Kent County, Rhode Island, 02827, United States",Rhode Island,65.2,22,0.9293049916407929
440071010,41.84028,-71.36166,"189, Washburn Avenue, East Providence, Rumford, Providence County, Rhode Island, 02916, United States",Rhode Island,19.21,4,0.9269166467637927
440090007,41.49417,-71.42167,"NOAA - National Marines Fisheries Service, 28, Tarzwell Drive, South Ferry, Narragansett, South County, Rhode Island, 02882, United States",Rhode Island,15.31,0,0.930737998566993
450030003,33.34194,-81.78833,"719, Foreman Street, Jackson, Aiken County, South Carolina, 29831, United States",South Carolina,106.07,129,0.7991401958442799
450070005,34.62306,-82.53194,"167, McAlister Road, Anderson County, South Carolina, 29697, United States",South Carolina,273.86,283,0.6821112968712681
450150002,32.98694,-79.93667,"195, River Oak Drive, Berkeley County, South Carolina, 29461, United States",South Carolina,2.38,15,0.6453307857654645
450190046,32.94083,-79.65694,"498, Bulls Island Road, Awendaw, Charleston County, South Carolina, 29429, United States",South Carolina,1.74,-1,0.8545497969906855
450250001,34.61528,-80.19889,"State Highway 145, McBee, Chesterfield County, South Carolina, United States",South Carolina,132.11,159,0.9312156675423932
450310003,34.28556,-79.74445,"Pee Dee R C Road, Darlington County, South Carolina, United States",South Carolina,36,103,0.760449008836876
450370001,33.73944,-81.85333,"37, Pine House Road, Trenton, Edgefield County, South Carolina, 29847, United States",South Carolina,189.53,167,0.6854549796990685
450450016,34.75167,-82.25667,"Hillcrest Middle School, Cloverdale Lane, Simpsonville, Greenville County, South Carolina, 29681, United States",South Carolina,258.06,282,0.8433245760687843
450510008,33.80028,-78.99389,"718, Century Circle, Wild Wing Plantation, Horry County, South Carolina, 29526, United States",South Carolina,11.86,15,0.7114879388583711
450730001,34.805,-83.2375,"Round Mtn Tower Road, Oconee County, South Carolina, United States",South Carolina,652.39,340,0.6548841652734655
